分拣中心,日期,小时,货量
SC58,2023-12-03,8,54.769066
SC58,2023-12-03,9,54.769066
SC58,2023-12-03,10,54.769062
SC58,2023-12-03,11,54.769066
SC58,2023-12-03,12,54.769066
SC58,2023-12-03,13,54.769066
SC58,2023-12-03,14,54.769062
SC58,2023-12-03,15,54.769066
SC58,2023-12-03,16,54.769066
SC58,2023-12-03,17,54.769066
SC58,2023-12-03,18,54.769062
SC58,2023-12-03,19,54.769066
SC58,2023-12-03,20,54.769066
SC58,2023-12-03,21,54.769066
SC58,2023-12-03,22,54.769062
SC58,2023-12-03,23,54.769066
SC58,2023-12-04,0,54.769066
SC58,2023-12-04,1,54.769066
SC58,2023-12-04,2,54.769062
SC58,2023-12-04,3,54.769066
SC58,2023-12-04,4,54.769066
SC58,2023-12-04,5,54.769066
SC58,2023-12-04,6,54.769062
SC58,2023-12-04,7,54.769066
SC58,2023-12-04,8,54.769066
SC58,2023-12-04,9,54.769066
SC58,2023-12-04,10,54.769062
SC58,2023-12-04,11,54.769066
SC58,2023-12-04,12,54.769066
SC58,2023-12-04,13,54.769066
SC58,2023-12-04,14,54.769062
SC58,2023-12-04,15,54.769066
SC58,2023-12-04,16,54.769066
SC58,2023-12-04,17,54.769066
SC58,2023-12-04,18,54.769062
SC58,2023-12-04,19,54.769066
SC58,2023-12-04,20,54.769066
SC58,2023-12-04,21,54.769066
SC58,2023-12-04,22,54.769062
SC58,2023-12-04,23,54.769066
SC58,2023-12-05,0,54.769066
SC58,2023-12-05,1,54.769066
SC58,2023-12-05,2,54.769062
SC58,2023-12-05,3,54.769066
SC58,2023-12-05,4,54.769066
SC58,2023-12-05,5,54.769066
SC58,2023-12-05,6,54.769062
SC58,2023-12-05,7,54.769066
SC58,2023-12-05,8,54.769066
SC58,2023-12-05,9,54.769066
SC58,2023-12-05,10,54.769062
SC58,2023-12-05,11,54.769066
SC58,2023-12-05,12,54.769066
SC58,2023-12-05,13,54.769066
SC58,2023-12-05,14,54.769062
SC58,2023-12-05,15,54.769066
SC58,2023-12-05,16,54.769066
SC58,2023-12-05,17,54.769066
SC58,2023-12-05,18,54.769062
SC58,2023-12-05,19,54.769066
SC58,2023-12-05,20,54.769066
SC58,2023-12-05,21,54.769066
SC58,2023-12-05,22,54.769062
SC58,2023-12-05,23,54.769066
SC58,2023-12-06,0,54.769066
SC58,2023-12-06,1,54.769066
SC58,2023-12-06,2,54.769062
SC58,2023-12-06,3,54.769066
SC58,2023-12-06,4,54.769066
SC58,2023-12-06,5,54.769066
SC58,2023-12-06,6,54.769062
SC58,2023-12-06,7,54.769066
SC58,2023-12-06,8,54.769066
SC58,2023-12-06,9,54.769066
SC58,2023-12-06,10,54.769062
SC58,2023-12-06,11,54.769066
SC58,2023-12-06,12,54.769066
SC58,2023-12-06,13,54.769066
SC58,2023-12-06,14,54.769062
SC58,2023-12-06,15,54.769066
SC58,2023-12-06,16,54.769066
SC58,2023-12-06,17,54.769066
SC58,2023-12-06,18,54.769062
SC58,2023-12-06,19,54.769066
SC58,2023-12-06,20,54.769066
SC58,2023-12-06,21,54.769066
SC58,2023-12-06,22,54.769062
SC58,2023-12-06,23,54.769066
SC58,2023-12-07,0,54.769066
SC58,2023-12-07,1,54.769066
SC58,2023-12-07,2,54.769062
SC58,2023-12-07,3,54.769066
SC58,2023-12-07,4,54.769066
SC58,2023-12-07,5,54.769066
SC58,2023-12-07,6,54.769062
SC58,2023-12-07,7,54.769066
SC58,2023-12-07,8,54.769066
SC58,2023-12-07,9,54.769066
SC58,2023-12-07,10,54.769062
SC58,2023-12-07,11,54.769066
SC58,2023-12-07,12,54.769066
SC58,2023-12-07,13,54.769066
SC58,2023-12-07,14,54.769062
SC58,2023-12-07,15,54.769066
SC58,2023-12-07,16,54.769066
SC58,2023-12-07,17,54.769066
SC58,2023-12-07,18,54.769062
SC58,2023-12-07,19,54.769066
SC58,2023-12-07,20,54.769066
SC58,2023-12-07,21,54.769066
SC58,2023-12-07,22,54.769062
SC58,2023-12-07,23,54.769066
SC58,2023-12-08,0,54.769066
SC58,2023-12-08,1,54.769066
SC58,2023-12-08,2,54.769062
SC58,2023-12-08,3,54.769066
SC58,2023-12-08,4,54.769066
SC58,2023-12-08,5,54.769066
SC58,2023-12-08,6,54.769062
SC58,2023-12-08,7,54.769066
SC58,2023-12-08,8,54.769066
SC58,2023-12-08,9,54.769066
SC58,2023-12-08,10,54.769062
SC58,2023-12-08,11,54.769066
SC58,2023-12-08,12,54.769066
SC58,2023-12-08,13,54.769066
SC58,2023-12-08,14,54.769062
SC58,2023-12-08,15,54.769066
SC58,2023-12-08,16,54.769066
SC58,2023-12-08,17,54.769066
SC58,2023-12-08,18,54.769062
SC58,2023-12-08,19,54.769066
SC58,2023-12-08,20,54.769066
SC58,2023-12-08,21,54.769066
SC58,2023-12-08,22,54.769062
SC58,2023-12-08,23,54.769066
SC58,2023-12-09,0,54.769066
SC58,2023-12-09,1,54.769066
SC58,2023-12-09,2,54.769062
SC58,2023-12-09,3,54.769066
SC58,2023-12-09,4,54.769066
SC58,2023-12-09,5,54.769066
SC58,2023-12-09,6,54.769062
SC58,2023-12-09,7,54.769066
SC58,2023-12-09,8,54.769066
SC58,2023-12-09,9,54.769066
SC58,2023-12-09,10,54.769062
SC58,2023-12-09,11,54.769066
SC58,2023-12-09,12,54.769066
SC58,2023-12-09,13,54.769066
SC58,2023-12-09,14,54.769062
SC58,2023-12-09,15,54.769066
SC58,2023-12-09,16,54.769066
SC58,2023-12-09,17,54.769066
SC58,2023-12-09,18,54.769062
SC58,2023-12-09,19,54.769066
SC58,2023-12-09,20,54.769066
SC58,2023-12-09,21,54.769066
SC58,2023-12-09,22,54.769062
SC58,2023-12-09,23,54.769066
SC58,2023-12-10,0,54.769066
SC58,2023-12-10,1,54.769066
SC58,2023-12-10,2,54.769062
SC58,2023-12-10,3,54.769066
SC58,2023-12-10,4,54.769066
SC58,2023-12-10,5,54.769066
SC58,2023-12-10,6,54.769062
SC58,2023-12-10,7,54.769066
SC58,2023-12-10,8,54.769066
SC58,2023-12-10,9,54.769066
SC58,2023-12-10,10,54.769062
SC58,2023-12-10,11,54.769066
SC58,2023-12-10,12,54.769066
SC58,2023-12-10,13,54.769066
SC58,2023-12-10,14,54.769062
SC58,2023-12-10,15,54.769066
SC58,2023-12-10,16,54.769066
SC58,2023-12-10,17,54.769066
SC58,2023-12-10,18,54.769062
SC58,2023-12-10,19,54.769066
SC58,2023-12-10,20,54.769066
SC58,2023-12-10,21,54.769066
SC58,2023-12-10,22,54.769062
SC58,2023-12-10,23,54.769066
SC58,2023-12-11,0,54.769066
SC58,2023-12-11,1,54.769066
SC58,2023-12-11,2,54.769062
SC58,2023-12-11,3,54.769066
SC58,2023-12-11,4,54.769066
SC58,2023-12-11,5,54.769066
SC58,2023-12-11,6,54.769062
SC58,2023-12-11,7,54.769066
SC58,2023-12-11,8,54.769066
SC58,2023-12-11,9,54.769066
SC58,2023-12-11,10,54.769062
SC58,2023-12-11,11,54.769066
SC58,2023-12-11,12,54.769066
SC58,2023-12-11,13,54.769066
SC58,2023-12-11,14,54.769062
SC58,2023-12-11,15,54.769066
SC58,2023-12-11,16,54.769066
SC58,2023-12-11,17,54.769066
SC58,2023-12-11,18,54.769062
SC58,2023-12-11,19,54.769066
SC58,2023-12-11,20,54.769066
SC58,2023-12-11,21,54.769066
SC58,2023-12-11,22,54.769062
SC58,2023-12-11,23,54.769066
SC58,2023-12-12,0,54.769066
SC58,2023-12-12,1,54.769066
SC58,2023-12-12,2,54.769062
SC58,2023-12-12,3,54.769066
SC58,2023-12-12,4,54.769066
SC58,2023-12-12,5,54.769066
SC58,2023-12-12,6,54.769062
SC58,2023-12-12,7,54.769066
SC58,2023-12-12,8,54.769066
SC58,2023-12-12,9,54.769066
SC58,2023-12-12,10,54.769062
SC58,2023-12-12,11,54.769066
SC58,2023-12-12,12,54.769066
SC58,2023-12-12,13,54.769066
SC58,2023-12-12,14,54.769062
SC58,2023-12-12,15,54.769066
SC58,2023-12-12,16,54.769066
SC58,2023-12-12,17,54.769066
SC58,2023-12-12,18,54.769062
SC58,2023-12-12,19,54.769066
SC58,2023-12-12,20,54.769066
SC58,2023-12-12,21,54.769066
SC58,2023-12-12,22,54.769062
SC58,2023-12-12,23,54.769066
SC58,2023-12-13,0,54.769066
SC58,2023-12-13,1,54.769066
SC58,2023-12-13,2,54.769062
SC58,2023-12-13,3,54.769066
SC58,2023-12-13,4,54.769066
SC58,2023-12-13,5,54.769066
SC58,2023-12-13,6,54.769062
SC58,2023-12-13,7,54.769066
SC58,2023-12-13,8,54.769066
SC58,2023-12-13,9,54.769066
SC58,2023-12-13,10,54.769062
SC58,2023-12-13,11,54.769066
SC58,2023-12-13,12,54.769066
SC58,2023-12-13,13,54.769066
SC58,2023-12-13,14,54.769062
SC58,2023-12-13,15,54.769066
SC58,2023-12-13,16,54.769066
SC58,2023-12-13,17,54.769066
SC58,2023-12-13,18,54.769062
SC58,2023-12-13,19,54.769066
SC58,2023-12-13,20,54.769066
SC58,2023-12-13,21,54.769066
SC58,2023-12-13,22,54.769062
SC58,2023-12-13,23,54.769066
SC58,2023-12-14,0,54.769066
SC58,2023-12-14,1,54.769066
SC58,2023-12-14,2,54.769062
SC58,2023-12-14,3,54.769066
SC58,2023-12-14,4,54.769066
SC58,2023-12-14,5,54.769066
SC58,2023-12-14,6,54.769062
SC58,2023-12-14,7,54.769066
SC58,2023-12-14,8,54.769066
SC58,2023-12-14,9,54.769066
SC58,2023-12-14,10,54.769062
SC58,2023-12-14,11,54.769066
SC58,2023-12-14,12,54.769066
SC58,2023-12-14,13,54.769066
SC58,2023-12-14,14,54.769062
SC58,2023-12-14,15,54.769066
SC58,2023-12-14,16,54.769066
SC58,2023-12-14,17,54.769066
SC58,2023-12-14,18,54.769062
SC58,2023-12-14,19,54.769066
SC58,2023-12-14,20,54.769066
SC58,2023-12-14,21,54.769066
SC58,2023-12-14,22,54.769062
SC58,2023-12-14,23,54.769066
SC58,2023-12-15,0,54.769066
SC58,2023-12-15,1,54.769066
SC58,2023-12-15,2,54.769062
SC58,2023-12-15,3,54.769066
SC58,2023-12-15,4,54.769066
SC58,2023-12-15,5,54.769066
SC58,2023-12-15,6,54.769062
SC58,2023-12-15,7,54.769066
SC58,2023-12-15,8,54.769066
SC58,2023-12-15,9,54.769066
SC58,2023-12-15,10,54.769062
SC58,2023-12-15,11,54.769066
SC58,2023-12-15,12,54.769066
SC58,2023-12-15,13,54.769066
SC58,2023-12-15,14,54.769062
SC58,2023-12-15,15,54.769066
SC58,2023-12-15,16,54.769066
SC58,2023-12-15,17,54.769066
SC58,2023-12-15,18,54.769062
SC58,2023-12-15,19,54.769066
SC58,2023-12-15,20,54.769066
SC58,2023-12-15,21,54.769066
SC58,2023-12-15,22,54.769062
SC58,2023-12-15,23,54.769066
SC58,2023-12-16,0,54.769066
SC58,2023-12-16,1,54.769066
SC58,2023-12-16,2,54.769062
SC58,2023-12-16,3,54.769066
SC58,2023-12-16,4,54.769066
SC58,2023-12-16,5,54.769066
SC58,2023-12-16,6,54.769062
SC58,2023-12-16,7,54.769066
SC58,2023-12-16,8,54.769066
SC58,2023-12-16,9,54.769066
SC58,2023-12-16,10,54.769062
SC58,2023-12-16,11,54.769066
SC58,2023-12-16,12,54.769066
SC58,2023-12-16,13,54.769066
SC58,2023-12-16,14,54.769062
SC58,2023-12-16,15,54.769066
SC58,2023-12-16,16,54.769066
SC58,2023-12-16,17,54.769066
SC58,2023-12-16,18,54.769062
SC58,2023-12-16,19,54.769066
SC58,2023-12-16,20,54.769066
SC58,2023-12-16,21,54.769066
SC58,2023-12-16,22,54.769062
SC58,2023-12-16,23,54.769066
SC58,2023-12-17,0,54.769066
SC58,2023-12-17,1,54.769066
SC58,2023-12-17,2,54.769062
SC58,2023-12-17,3,54.769066
SC58,2023-12-17,4,54.769066
SC58,2023-12-17,5,54.769066
SC58,2023-12-17,6,54.769062
SC58,2023-12-17,7,54.769066
SC58,2023-12-17,8,54.769066
SC58,2023-12-17,9,54.769066
SC58,2023-12-17,10,54.769062
SC58,2023-12-17,11,54.769066
SC58,2023-12-17,12,54.769066
SC58,2023-12-17,13,54.769066
SC58,2023-12-17,14,54.769062
SC58,2023-12-17,15,54.769066
SC58,2023-12-17,16,54.769066
SC58,2023-12-17,17,54.769066
SC58,2023-12-17,18,54.769062
SC58,2023-12-17,19,54.769066
SC58,2023-12-17,20,54.769066
SC58,2023-12-17,21,54.769066
SC58,2023-12-17,22,54.769062
SC58,2023-12-17,23,54.769066
SC58,2023-12-18,0,54.769066
SC58,2023-12-18,1,54.769066
SC58,2023-12-18,2,54.769062
SC58,2023-12-18,3,54.769066
SC58,2023-12-18,4,54.769066
SC58,2023-12-18,5,54.769066
SC58,2023-12-18,6,54.769062
SC58,2023-12-18,7,54.769066
SC58,2023-12-18,8,54.769066
SC58,2023-12-18,9,54.769066
SC58,2023-12-18,10,54.769062
SC58,2023-12-18,11,54.769066
SC58,2023-12-18,12,54.769066
SC58,2023-12-18,13,54.769066
SC58,2023-12-18,14,54.769062
SC58,2023-12-18,15,54.769066
SC58,2023-12-18,16,54.769066
SC58,2023-12-18,17,54.769066
SC58,2023-12-18,18,54.769062
SC58,2023-12-18,19,54.769066
SC58,2023-12-18,20,54.769066
SC58,2023-12-18,21,54.769066
SC58,2023-12-18,22,54.769062
SC58,2023-12-18,23,54.769066
SC58,2023-12-19,0,54.769066
SC58,2023-12-19,1,54.769066
SC58,2023-12-19,2,54.769062
SC58,2023-12-19,3,54.769066
SC58,2023-12-19,4,54.769066
SC58,2023-12-19,5,54.769066
SC58,2023-12-19,6,54.769062
SC58,2023-12-19,7,54.769066
SC58,2023-12-19,8,54.769066
SC58,2023-12-19,9,54.769066
SC58,2023-12-19,10,54.769062
SC58,2023-12-19,11,54.769066
SC58,2023-12-19,12,54.769066
SC58,2023-12-19,13,54.769066
SC58,2023-12-19,14,54.769062
SC58,2023-12-19,15,54.769066
SC58,2023-12-19,16,54.769066
SC58,2023-12-19,17,54.769066
SC58,2023-12-19,18,54.769062
SC58,2023-12-19,19,54.769066
SC58,2023-12-19,20,54.769066
SC58,2023-12-19,21,54.769066
SC58,2023-12-19,22,54.769062
SC58,2023-12-19,23,54.769066
SC58,2023-12-20,0,54.769066
SC58,2023-12-20,1,54.769066
SC58,2023-12-20,2,54.769062
SC58,2023-12-20,3,54.769066
SC58,2023-12-20,4,54.769066
SC58,2023-12-20,5,54.769066
SC58,2023-12-20,6,54.769062
SC58,2023-12-20,7,54.769066
SC58,2023-12-20,8,54.769066
SC58,2023-12-20,9,54.769066
SC58,2023-12-20,10,54.769062
SC58,2023-12-20,11,54.769066
SC58,2023-12-20,12,54.769066
SC58,2023-12-20,13,54.769066
SC58,2023-12-20,14,54.769062
SC58,2023-12-20,15,54.769066
SC58,2023-12-20,16,54.769066
SC58,2023-12-20,17,54.769066
SC58,2023-12-20,18,54.769062
SC58,2023-12-20,19,54.769066
SC58,2023-12-20,20,54.769066
SC58,2023-12-20,21,54.769066
SC58,2023-12-20,22,54.769062
SC58,2023-12-20,23,54.769066
SC58,2023-12-21,0,54.769066
SC58,2023-12-21,1,54.769066
SC58,2023-12-21,2,54.769062
SC58,2023-12-21,3,54.769066
SC58,2023-12-21,4,54.769066
SC58,2023-12-21,5,54.769066
SC58,2023-12-21,6,54.769062
SC58,2023-12-21,7,54.769066
SC58,2023-12-21,8,54.769066
SC58,2023-12-21,9,54.769066
SC58,2023-12-21,10,54.769062
SC58,2023-12-21,11,54.769066
SC58,2023-12-21,12,54.769066
SC58,2023-12-21,13,54.769066
SC58,2023-12-21,14,54.769062
SC58,2023-12-21,15,54.769066
SC58,2023-12-21,16,54.769066
SC58,2023-12-21,17,54.769066
SC58,2023-12-21,18,54.769062
SC58,2023-12-21,19,54.769066
SC58,2023-12-21,20,54.769066
SC58,2023-12-21,21,54.769066
SC58,2023-12-21,22,54.769062
SC58,2023-12-21,23,54.769066
SC58,2023-12-22,0,54.769066
SC58,2023-12-22,1,54.769066
SC58,2023-12-22,2,54.769062
SC58,2023-12-22,3,54.769066
SC58,2023-12-22,4,54.769066
SC58,2023-12-22,5,54.769066
SC58,2023-12-22,6,54.769062
SC58,2023-12-22,7,54.769066
SC58,2023-12-22,8,54.769066
SC58,2023-12-22,9,54.769066
SC58,2023-12-22,10,54.769062
SC58,2023-12-22,11,54.769066
SC58,2023-12-22,12,54.769066
SC58,2023-12-22,13,54.769066
SC58,2023-12-22,14,54.769062
SC58,2023-12-22,15,54.769066
SC58,2023-12-22,16,54.769066
SC58,2023-12-22,17,54.769066
SC58,2023-12-22,18,54.769062
SC58,2023-12-22,19,54.769066
SC58,2023-12-22,20,54.769066
SC58,2023-12-22,21,54.769066
SC58,2023-12-22,22,54.769062
SC58,2023-12-22,23,54.769066
SC58,2023-12-23,0,54.769066
SC58,2023-12-23,1,54.769066
SC58,2023-12-23,2,54.769062
SC58,2023-12-23,3,54.769066
SC58,2023-12-23,4,54.769066
SC58,2023-12-23,5,54.769066
SC58,2023-12-23,6,54.769062
SC58,2023-12-23,7,54.769066
SC58,2023-12-23,8,54.769066
SC58,2023-12-23,9,54.769066
SC58,2023-12-23,10,54.769062
SC58,2023-12-23,11,54.769066
SC58,2023-12-23,12,54.769066
SC58,2023-12-23,13,54.769066
SC58,2023-12-23,14,54.769062
SC58,2023-12-23,15,54.769066
SC58,2023-12-23,16,54.769066
SC58,2023-12-23,17,54.769066
SC58,2023-12-23,18,54.769062
SC58,2023-12-23,19,54.769066
SC58,2023-12-23,20,54.769066
SC58,2023-12-23,21,54.769066
SC58,2023-12-23,22,54.769062
SC58,2023-12-23,23,54.769066
SC58,2023-12-24,0,54.769066
SC58,2023-12-24,1,54.769066
SC58,2023-12-24,2,54.769062
SC58,2023-12-24,3,54.769066
SC58,2023-12-24,4,54.769066
SC58,2023-12-24,5,54.769066
SC58,2023-12-24,6,54.769062
SC58,2023-12-24,7,54.769066
SC58,2023-12-24,8,54.769066
SC58,2023-12-24,9,54.769066
SC58,2023-12-24,10,54.769062
SC58,2023-12-24,11,54.769066
SC58,2023-12-24,12,54.769066
SC58,2023-12-24,13,54.769066
SC58,2023-12-24,14,54.769062
SC58,2023-12-24,15,54.769066
SC58,2023-12-24,16,54.769066
SC58,2023-12-24,17,54.769066
SC58,2023-12-24,18,54.769062
SC58,2023-12-24,19,54.769066
SC58,2023-12-24,20,54.769066
SC58,2023-12-24,21,54.769066
SC58,2023-12-24,22,54.769062
SC58,2023-12-24,23,54.769066
SC58,2023-12-25,0,54.769066
SC58,2023-12-25,1,54.769066
SC58,2023-12-25,2,54.769062
SC58,2023-12-25,3,54.769066
SC58,2023-12-25,4,54.769066
SC58,2023-12-25,5,54.769066
SC58,2023-12-25,6,54.769062
SC58,2023-12-25,7,54.769066
SC58,2023-12-25,8,54.769066
SC58,2023-12-25,9,54.769066
SC58,2023-12-25,10,54.769062
SC58,2023-12-25,11,54.769066
SC58,2023-12-25,12,54.769066
SC58,2023-12-25,13,54.769066
SC58,2023-12-25,14,54.769062
SC58,2023-12-25,15,54.769066
SC58,2023-12-25,16,54.769066
SC58,2023-12-25,17,54.769066
SC58,2023-12-25,18,54.769062
SC58,2023-12-25,19,54.769066
SC58,2023-12-25,20,54.769066
SC58,2023-12-25,21,54.769066
SC58,2023-12-25,22,54.769062
SC58,2023-12-25,23,54.769066
SC58,2023-12-26,0,54.769066
SC58,2023-12-26,1,54.769066
SC58,2023-12-26,2,54.769062
SC58,2023-12-26,3,54.769066
SC58,2023-12-26,4,54.769066
SC58,2023-12-26,5,54.769066
SC58,2023-12-26,6,54.769062
SC58,2023-12-26,7,54.769066
SC58,2023-12-26,8,54.769066
SC58,2023-12-26,9,54.769066
SC58,2023-12-26,10,54.769062
SC58,2023-12-26,11,54.769066
SC58,2023-12-26,12,54.769066
SC58,2023-12-26,13,54.769066
SC58,2023-12-26,14,54.769062
SC58,2023-12-26,15,54.769066
SC58,2023-12-26,16,54.769066
SC58,2023-12-26,17,54.769066
SC58,2023-12-26,18,54.769062
SC58,2023-12-26,19,54.769066
SC58,2023-12-26,20,54.769066
SC58,2023-12-26,21,54.769066
SC58,2023-12-26,22,54.769062
SC58,2023-12-26,23,54.769066
SC58,2023-12-27,0,54.769066
SC58,2023-12-27,1,54.769066
SC58,2023-12-27,2,54.769062
SC58,2023-12-27,3,54.769066
SC58,2023-12-27,4,54.769066
SC58,2023-12-27,5,54.769066
SC58,2023-12-27,6,54.769062
SC58,2023-12-27,7,54.769066
SC58,2023-12-27,8,54.769066
SC58,2023-12-27,9,54.769066
SC58,2023-12-27,10,54.769062
SC58,2023-12-27,11,54.769066
SC58,2023-12-27,12,54.769066
SC58,2023-12-27,13,54.769066
SC58,2023-12-27,14,54.769062
SC58,2023-12-27,15,54.769066
SC58,2023-12-27,16,54.769066
SC58,2023-12-27,17,54.769066
SC58,2023-12-27,18,54.769062
SC58,2023-12-27,19,54.769066
SC58,2023-12-27,20,54.769066
SC58,2023-12-27,21,54.769066
SC58,2023-12-27,22,54.769062
SC58,2023-12-27,23,54.769066
SC58,2023-12-28,0,54.769066
SC58,2023-12-28,1,54.769066
SC58,2023-12-28,2,54.769062
SC58,2023-12-28,3,54.769066
SC58,2023-12-28,4,54.769066
SC58,2023-12-28,5,54.769066
SC58,2023-12-28,6,54.769062
SC58,2023-12-28,7,54.769066
SC58,2023-12-28,8,54.769066
SC58,2023-12-28,9,54.769066
SC58,2023-12-28,10,54.769062
SC58,2023-12-28,11,54.769066
SC58,2023-12-28,12,54.769066
SC58,2023-12-28,13,54.769066
SC58,2023-12-28,14,54.769062
SC58,2023-12-28,15,54.769066
SC58,2023-12-28,16,54.769066
SC58,2023-12-28,17,54.769066
SC58,2023-12-28,18,54.769062
SC58,2023-12-28,19,54.769066
SC58,2023-12-28,20,54.769066
SC58,2023-12-28,21,54.769066
SC58,2023-12-28,22,54.769062
SC58,2023-12-28,23,54.769066
SC58,2023-12-29,0,54.769066
SC58,2023-12-29,1,54.769066
SC58,2023-12-29,2,54.769062
SC58,2023-12-29,3,54.769066
SC58,2023-12-29,4,54.769066
SC58,2023-12-29,5,54.769066
SC58,2023-12-29,6,54.769062
SC58,2023-12-29,7,54.769066
SC58,2023-12-29,8,54.769066
SC58,2023-12-29,9,54.769066
SC58,2023-12-29,10,54.769062
SC58,2023-12-29,11,54.769066
SC58,2023-12-29,12,54.769066
SC58,2023-12-29,13,54.769066
SC58,2023-12-29,14,54.769062
SC58,2023-12-29,15,54.769066
SC58,2023-12-29,16,54.769066
SC58,2023-12-29,17,54.769066
SC58,2023-12-29,18,54.769062
SC58,2023-12-29,19,54.769066
SC58,2023-12-29,20,54.769066
SC58,2023-12-29,21,54.769066
SC58,2023-12-29,22,54.769062
SC58,2023-12-29,23,54.769066
SC58,2023-12-30,0,54.769066
SC58,2023-12-30,1,54.769066
SC58,2023-12-30,2,54.769062
SC58,2023-12-30,3,54.769066
SC58,2023-12-30,4,54.769066
SC58,2023-12-30,5,54.769066
SC58,2023-12-30,6,54.769062
SC58,2023-12-30,7,54.769066
SC58,2023-12-30,8,54.769066
SC58,2023-12-30,9,54.769066
SC58,2023-12-30,10,54.769062
SC58,2023-12-30,11,54.769066
SC58,2023-12-30,12,54.769066
SC58,2023-12-30,13,54.769066
SC58,2023-12-30,14,54.769062
SC58,2023-12-30,15,54.769066
SC58,2023-12-30,16,54.769066
SC58,2023-12-30,17,54.769066
SC58,2023-12-30,18,54.769062
SC58,2023-12-30,19,54.769066
SC58,2023-12-30,20,54.769066
SC58,2023-12-30,21,54.769066
SC58,2023-12-30,22,54.769062
SC58,2023-12-30,23,54.769066
SC38,2023-12-01,0,239.35974
SC38,2023-12-01,1,227.15855
SC38,2023-12-01,2,219.22774
SC38,2023-12-01,3,220.02698
SC38,2023-12-01,4,217.6172
SC38,2023-12-01,5,216.25627
SC38,2023-12-01,6,215.3836
SC38,2023-12-01,7,214.60478
SC38,2023-12-01,8,214.04816
SC38,2023-12-01,9,213.6288
SC38,2023-12-01,10,213.30849
SC38,2023-12-01,11,213.0685
SC38,2023-12-01,12,212.88734
SC38,2023-12-01,13,212.7507
SC38,2023-12-01,14,212.6478
SC38,2023-12-01,15,212.5702
SC38,2023-12-01,16,212.5117
SC38,2023-12-01,17,212.46768
SC38,2023-12-01,18,212.43448
SC38,2023-12-01,19,212.40947
SC38,2023-12-01,20,212.39062
SC38,2023-12-01,21,212.37643
SC38,2023-12-01,22,212.3657
SC38,2023-12-01,23,212.35767
SC38,2023-12-02,0,212.35161
SC38,2023-12-02,1,212.34703
SC38,2023-12-02,2,212.3436
SC38,2023-12-02,3,212.341
SC38,2023-12-02,4,212.33902
SC38,2023-12-02,5,212.33755
SC38,2023-12-02,6,212.33646
SC38,2023-12-02,7,212.33562
SC38,2023-12-02,8,212.33498
SC38,2023-12-02,9,212.3345
SC38,2023-12-02,10,212.33417
SC38,2023-12-02,11,212.33386
SC38,2023-12-02,12,212.33368
SC38,2023-12-02,13,212.33351
SC38,2023-12-02,14,212.3334
SC38,2023-12-02,15,212.33333
SC38,2023-12-02,16,212.33324
SC38,2023-12-02,17,212.3332
SC38,2023-12-02,18,212.33315
SC38,2023-12-02,19,212.33313
SC38,2023-12-02,20,212.33308
SC38,2023-12-02,21,212.33308
SC38,2023-12-02,22,212.33307
SC38,2023-12-02,23,212.33305
SC38,2023-12-03,0,212.33305
SC38,2023-12-03,1,212.33305
SC38,2023-12-03,2,212.33304
SC38,2023-12-03,3,212.33302
SC38,2023-12-03,4,212.33302
SC38,2023-12-03,5,212.33302
SC38,2023-12-03,6,212.33302
SC38,2023-12-03,7,212.33302
SC38,2023-12-03,8,212.33302
SC38,2023-12-03,9,212.33302
SC38,2023-12-03,10,212.33302
SC38,2023-12-03,11,212.33302
SC38,2023-12-03,12,212.33302
SC38,2023-12-03,13,212.33302
SC38,2023-12-03,14,212.33302
SC38,2023-12-03,15,212.33302
SC38,2023-12-03,16,212.33302
SC38,2023-12-03,17,212.33302
SC38,2023-12-03,18,212.33302
SC38,2023-12-03,19,212.33302
SC38,2023-12-03,20,212.33302
SC38,2023-12-03,21,212.33302
SC38,2023-12-03,22,212.33302
SC38,2023-12-03,23,212.33302
SC38,2023-12-04,0,212.33302
SC38,2023-12-04,1,212.33302
SC38,2023-12-04,2,212.33302
SC38,2023-12-04,3,212.33302
SC38,2023-12-04,4,212.33302
SC38,2023-12-04,5,212.33302
SC38,2023-12-04,6,212.33302
SC38,2023-12-04,7,212.33302
SC38,2023-12-04,8,212.33302
SC38,2023-12-04,9,212.33302
SC38,2023-12-04,10,212.33302
SC38,2023-12-04,11,212.33302
SC38,2023-12-04,12,212.33302
SC38,2023-12-04,13,212.33302
SC38,2023-12-04,14,212.33302
SC38,2023-12-04,15,212.33302
SC38,2023-12-04,16,212.33302
SC38,2023-12-04,17,212.33302
SC38,2023-12-04,18,212.33302
SC38,2023-12-04,19,212.33302
SC38,2023-12-04,20,212.33302
SC38,2023-12-04,21,212.33302
SC38,2023-12-04,22,212.33302
SC38,2023-12-04,23,212.33302
SC38,2023-12-05,0,212.33302
SC38,2023-12-05,1,212.33302
SC38,2023-12-05,2,212.33302
SC38,2023-12-05,3,212.33302
SC38,2023-12-05,4,212.33302
SC38,2023-12-05,5,212.33302
SC38,2023-12-05,6,212.33302
SC38,2023-12-05,7,212.33302
SC38,2023-12-05,8,212.33302
